image_id,split,image_path,width,height,is_empty,difficulty,boxes,labels
143,train,_day01_detection_data\images\train_143.png,160,160,0,0,"[[80.0, 50.0, 112.0, 116.0], [17.0, 58.0, 69.0, 79.0], [29.0, 16.0, 73.0, 41.0]]","[3, 1, 1]"
144,val,_day01_detection_data\images\val_000.png,160,160,0,1,"[[115.0, 19.0, 149.0, 50.0], [3.0, 60.0, 22.0, 87.0], [24.0, 105.0, 42.0, 124.0], [109.0, 32.0, 138.0, 49.0], [44.0, 99.0, 65.0, 149.0]]","[3, 2, 2, 3, 3]"
145,val,_day01_detection_data\images\val_001.png,160,160,0,0,"[[111.0, 22.0, 144.0, 44.0]]",[2]
146,val,_day01_detection_data\images\val_002.png,160,160,0,1,"[[21.0, 77.0, 67.0, 104.0], [67.0, 89.0, 107.0, 103.0], [72.0, 57.0, 82.0, 89.0], [42.0, 68.0, 102.0, 87.0], [107.0, 133.0, 152.0, 142.0]]","[3, 3, 3, 1, 2]"
147,val,_day01_detection_data\images\val_003.png,160,160,0,1,"[[5.0, 89.0, 46.0, 125.0], [72.0, 44.0, 110.0, 97.0], [2.0, 93.0, 30.0, 153.0]]","[3, 3, 3]"
148,val,_day01_detection_data\images\val_004.png,160,160,0,0,"[[44.0, 67.0, 65.0, 95.0], [89.0, 108.0, 127.0, 117.0], [18.0, 12.0, 42.0, 29.0], [18.0, 48.0, 78.0, 95.0], [86.0, 37.0, 100.0, 75.0]]","[2, 2, 1, 1, 2]"
149,val,_day01_detection_data\images\val_005.png,160,160,0,1,"[[52.0, 95.0, 92.0, 118.0], [8.0, 100.0, 24.0, 123.0], [143.0, 104.0, 151.0, 119.0], [91.0, 50.0, 125.0, 101.0], [19.0, 86.0, 79.0, 122.0]]","[1, 3, 3, 3, 1]"
150,val,_day01_detection_data\images\val_006.png,160,160,0,0,"[[92.0, 10.0, 138.0, 70.0], [112.0, 113.0, 147.0, 143.0], [47.0, 53.0, 58.0, 71.0]]","[3, 1, 3]"
151,val,_day01_detection_data\images\val_007.png,160,160,1,1,[],[]
152,val,_day01_detection_data\images\val_008.png,160,160,0,1,"[[8.0, 89.0, 36.0, 149.0]]",[3]
153,val,_day01_detection_data\images\val_009.png,160,160,0,0,"[[57.0, 53.0, 100.0, 73.0], [92.0, 59.0, 133.0, 100.0], [37.0, 43.0, 60.0, 63.0], [111.0, 47.0, 135.0, 64.0]]","[1, 3, 2, 2]"
154,val,_day01_detection_data\images\val_010.png,160,160,0,1,"[[32.0, 79.0, 49.0, 124.0], [104.0, 92.0, 119.0, 148.0]]","[1, 3]"
155,val,_day01_detection_data\images\val_011.png,160,160,0,1,"[[130.0, 95.0, 140.0, 140.0], [67.0, 39.0, 118.0, 72.0], [113.0, 18.0, 133.0, 78.0]]","[1, 1, 3]"
156,val,_day01_detection_data\images\val_012.png,160,160,0,0,"[[20.0, 3.0, 38.0, 12.0], [24.0, 45.0, 67.0, 101.0], [52.0, 118.0, 99.0, 155.0], [68.0, 76.0, 92.0, 135.0], [41.0, 132.0, 54.0, 142.0], [68.0, 23.0, 76.0, 31.0]]","[1, 3, 3, 3, 2, 2]"
157,val,_day01_detection_data\images\val_013.png,160,160,0,1,"[[106.0, 54.0, 143.0, 109.0], [13.0, 94.0, 61.0, 110.0], [80.0, 118.0, 124.0, 142.0]]","[3, 3, 2]"
158,val,_day01_detection_data\images\val_014.png,160,160,0,0,"[[38.0, 34.0, 63.0, 68.0], [39.0, 59.0, 75.0, 105.0], [135.0, 85.0, 150.0, 131.0], [50.0, 59.0, 95.0, 114.0]]","[3, 1, 1, 3]"
159,val,_day01_detection_data\images\val_015.png,160,160,0,0,"[[12.0, 45.0, 46.0, 104.0], [47.0, 61.0, 92.0, 87.0], [36.0, 132.0, 70.0, 153.0]]","[3, 3, 2]"
160,val,_day01_detection_data\images\val_016.png,160,160,0,1,"[[9.0, 21.0, 55.0, 64.0]]",[2]
161,val,_day01_detection_data\images\val_017.png,160,160,0,0,"[[19.0, 66.0, 49.0, 82.0], [90.0, 109.0, 119.0, 151.0], [92.0, 65.0, 136.0, 108.0]]","[3, 1, 2]"
162,val,_day01_detection_data\images\val_018.png,160,160,0,0,"[[97.0, 139.0, 130.0, 155.0], [29.0, 40.0, 49.0, 67.0], [76.0, 31.0, 111.0, 64.0], [83.0, 71.0, 135.0, 90.0], [93.0, 79.0, 123.0, 99.0], [55.0, 19.0, 89.0, 51.0]]","[3, 1, 1, 1, 1, 2]"
163,val,_day01_detection_data\images\val_019.png,160,160,0,1,"[[94.0, 37.0, 147.0, 79.0]]",[1]
164,val,_day01_detection_data\images\val_020.png,160,160,0,1,"[[79.0, 98.0, 117.0, 129.0], [50.0, 50.0, 64.0, 61.0], [108.0, 119.0, 149.0, 155.0]]","[3, 1, 2]"
165,val,_day01_detection_data\images\val_021.png,160,160,0,1,"[[89.0, 54.0, 122.0, 63.0], [33.0, 118.0, 48.0, 126.0], [37.0, 97.0, 68.0, 142.0]]","[1, 1, 2]"
166,val,_day01_detection_data\images\val_022.png,160,160,0,1,"[[50.0, 52.0, 92.0, 69.0], [94.0, 14.0, 128.0, 60.0], [48.0, 20.0, 68.0, 45.0]]","[2, 2, 3]"
167,val,_day01_detection_data\images\val_023.png,160,160,0,1,"[[20.0, 91.0, 56.0, 134.0]]",[1]
168,val,_day01_detection_data\images\val_024.png,160,160,0,1,"[[105.0, 114.0, 137.0, 123.0], [43.0, 27.0, 72.0, 37.0], [41.0, 110.0, 57.0, 149.0], [55.0, 60.0, 67.0, 74.0]]","[1, 2, 1, 2]"
169,val,_day01_detection_data\images\val_025.png,160,160,0,0,"[[48.0, 133.0, 65.0, 150.0], [33.0, 105.0, 53.0, 140.0], [111.0, 58.0, 130.0, 81.0], [63.0, 97.0, 108.0, 132.0], [58.0, 77.0, 118.0, 116.0], [58.0, 22.0, 73.0, 33.0]]","[3, 3, 2, 3, 1, 1]"
170,val,_day01_detection_data\images\val_026.png,160,160,1,1,[],[]
171,val,_day01_detection_data\images\val_027.png,160,160,0,1,"[[55.0, 32.0, 113.0, 44.0], [107.0, 7.0, 126.0, 31.0], [74.0, 91.0, 120.0, 126.0], [128.0, 13.0, 151.0, 25.0], [48.0, 11.0, 88.0, 56.0]]","[1, 1, 3, 2, 1]"
172,val,_day01_detection_data\images\val_028.png,160,160,0,0,"[[37.0, 117.0, 70.0, 142.0], [108.0, 41.0, 118.0, 86.0], [67.0, 29.0, 114.0, 75.0]]","[3, 1, 2]"
173,val,_day01_detection_data\images\val_029.png,160,160,0,1,"[[5.0, 68.0, 46.0, 111.0], [61.0, 96.0, 82.0, 138.0], [83.0, 71.0, 101.0, 84.0], [127.0, 38.0, 152.0, 66.0]]","[2, 1, 3, 1]"
174,val,_day01_detection_data\images\val_030.png,160,160,0,0,"[[124.0, 19.0, 133.0, 46.0], [7.0, 97.0, 31.0, 134.0], [65.0, 53.0, 97.0, 94.0], [5.0, 114.0, 22.0, 156.0], [48.0, 35.0, 73.0, 50.0], [92.0, 24.0, 131.0, 80.0]]","[3, 2, 1, 1, 3, 3]"
175,val,_day01_detection_data\images\val_031.png,160,160,0,1,"[[73.0, 53.0, 124.0, 91.0]]",[1]
176,val,_day01_detection_data\images\val_032.png,160,160,0,0,"[[53.0, 104.0, 81.0, 141.0], [108.0, 50.0, 127.0, 76.0], [40.0, 19.0, 63.0, 76.0]]","[1, 1, 3]"
177,val,_day01_detection_data\images\val_033.png,160,160,0,0,"[[131.0, 41.0, 154.0, 91.0]]",[3]
178,val,_day01_detection_data\images\val_034.png,160,160,0,1,"[[97.0, 64.0, 128.0, 75.0], [100.0, 86.0, 144.0, 146.0]]","[2, 3]"
179,val,_day01_detection_data\images\val_035.png,160,160,1,1,[],[]
180,val,_day01_detection_data\images\val_036.png,160,160,0,1,"[[11.0, 61.0, 32.0, 102.0], [52.0, 93.0, 81.0, 111.0], [104.0, 79.0, 146.0, 95.0]]","[1, 2, 2]"
181,val,_day01_detection_data\images\val_037.png,160,160,0,1,"[[16.0, 17.0, 43.0, 42.0]]",[1]
182,val,_day01_detection_data\images\val_038.png,160,160,0,1,"[[42.0, 99.0, 85.0, 114.0], [54.0, 107.0, 73.0, 119.0], [110.0, 17.0, 146.0, 43.0], [47.0, 30.0, 95.0, 53.0], [119.0, 140.0, 144.0, 151.0]]","[2, 1, 3, 2, 1]"
183,val,_day01_detection_data\images\val_039.png,160,160,0,1,"[[22.0, 52.0, 66.0, 68.0], [30.0, 108.0, 65.0, 141.0], [46.0, 31.0, 106.0, 63.0], [58.0, 98.0, 105.0, 117.0], [10.0, 54.0, 52.0, 96.0], [58.0, 98.0, 100.0, 128.0]]","[2, 2, 1, 3, 3, 3]"
184,val,_day01_detection_data\images\val_040.png,160,160,0,0,"[[103.0, 139.0, 143.0, 147.0], [7.0, 31.0, 17.0, 50.0]]","[1, 2]"
185,val,_day01_detection_data\images\val_041.png,160,160,0,0,"[[2.0, 134.0, 23.0, 148.0], [82.0, 73.0, 105.0, 86.0], [26.0, 36.0, 42.0, 67.0], [112.0, 105.0, 122.0, 131.0], [59.0, 84.0, 69.0, 132.0]]","[2, 1, 2, 3, 3]"
186,val,_day01_detection_data\images\val_042.png,160,160,0,1,"[[83.0, 70.0, 117.0, 96.0], [52.0, 98.0, 91.0, 146.0], [41.0, 127.0, 49.0, 140.0], [76.0, 23.0, 119.0, 49.0], [10.0, 47.0, 51.0, 69.0], [37.0, 23.0, 79.0, 45.0]]","[2, 3, 3, 2, 2, 2]"
187,val,_day01_detection_data\images\val_043.png,160,160,0,1,"[[51.0, 118.0, 91.0, 139.0], [74.0, 113.0, 134.0, 156.0], [35.0, 18.0, 95.0, 59.0]]","[1, 1, 1]"
188,val,_day01_detection_data\images\val_044.png,160,160,0,0,"[[66.0, 31.0, 112.0, 41.0], [39.0, 2.0, 60.0, 27.0], [43.0, 102.0, 64.0, 142.0], [87.0, 69.0, 123.0, 84.0], [100.0, 67.0, 145.0, 88.0]]","[1, 3, 2, 3, 1]"
189,val,_day01_detection_data\images\val_045.png,160,160,0,1,"[[16.0, 57.0, 76.0, 66.0], [101.0, 61.0, 144.0, 121.0], [88.0, 36.0, 135.0, 75.0], [7.0, 85.0, 52.0, 135.0], [108.0, 36.0, 154.0, 54.0], [24.0, 62.0, 84.0, 86.0]]","[1, 3, 3, 3, 2, 1]"
190,val,_day01_detection_data\images\val_046.png,160,160,0,0,"[[62.0, 50.0, 73.0, 66.0], [86.0, 106.0, 113.0, 130.0], [20.0, 132.0, 46.0, 145.0], [72.0, 86.0, 81.0, 103.0]]","[3, 2, 1, 1]"
191,val,_day01_detection_data\images\val_047.png,160,160,0,0,"[[15.0, 43.0, 45.0, 88.0], [128.0, 29.0, 147.0, 60.0], [98.0, 6.0, 123.0, 21.0], [102.0, 22.0, 122.0, 82.0], [8.0, 98.0, 39.0, 136.0], [90.0, 74.0, 122.0, 103.0]]","[3, 2, 2, 3, 2, 2]"
